timestep,ds_p_MW_0,ds_p_MW_1,ds_p_MW_2,lec1_p_MW_0,lec1_pmax_MW_0,lec_inv_1_pmax_MW_0,lec2_p_MW_0,lec2_pmax_MW_0,lec_inv_2_pmax_MW_0
0,0.3456051593144711,0.3072666606523341,0.29929965042264234,0.06931262414831009,0.0,0.0,0.06835671383567925,0.0,0.0
1,0.333237681736896,0.345595063932256,0.3051419850264374,0.06517514810502027,0.0,0.0,0.07103380517124523,0.0,0.0
2,0.34082121418797107,0.361175454453569,0.3584076194277307,0.06770725208663352,0.0,0.0,0.0584537123387446,0.0,0.0
3,0.3420123744670946,0.3540093477055655,0.2875003506670636,0.07420501646736012,0.0,0.0,0.0733512715792307,0.0,0.0
4,0.3999518671056981,0.3624703126999067,0.2960210254322912,0.06244763617917439,0.0,0.0,0.060281983971170905,0.0,0.0
5,0.3448621280844051,0.279076125316888,0.342943673611904,0.07697031952261423,0.0,0.0,0.06360525482143595,0.0,0.0
6,0.3283841882399627,0.26031468621224624,0.3829384343635145,0.05762681978095647,0.0,0.0,0.061226169747222337,0.0,0.0
7,0.33964668935570147,0.3389448647662382,0.27161501789619463,0.06423018305439356,0.0,0.0,0.0589440298877747,0.0,0.0
8,0.3445543933992823,0.3394885076850074,0.3248751206393157,0.061591005177361505,0.0,0.0,0.06889472505170928,0.0,0.0
9,0.3791035998359778,0.3553070161443923,0.2999371447000722,0.05980668081885654,0.0,0.0,0.06650710897432967,0.0,0.0
10,0.3543010111520885,0.3389398962350043,0.32474838327044736,0.057156964206523365,0.0,0.0,0.06408399848310663,0.0,0.0
11,0.3156311972461817,0.3173296325050561,0.33484890747360063,0.05822559840110869,0.0,0.0,0.07070571954773147,0.0,0.0
12,0.3310805944371491,0.35349770878969294,0.3087668496259289,0.06296976236206496,0.0,0.0,0.050969074701633275,0.0,0.0
13,0.34490751852417767,0.32314250831255564,0.30864876557484244,0.07290944821153154,0.0,0.0,0.06181567521554394,0.0,0.0
14,0.34617271424218665,0.31979486473660856,0.29318009039050613,0.06852683973086088,0.0,0.0,0.0643862672840049,0.0,0.0
15,0.3279815547321333,0.3675242902468243,0.29610418984959924,0.056740386263359026,0.0,0.0,0.07237551553397033,0.0,0.0
16,0.30511903532827106,0.3487339468470376,0.30298216234579767,0.07089498576917212,0.0,0.0,0.06598070011036516,0.0,0.0
17,0.38524543914676435,0.35562727919254045,0.3139314311530658,0.0729100097161721,0.03180972605036808,0.03180972605036808,0.08000000000000002,0.03180972605036808,0.03180972605036808
18,0.32945686579578193,0.4,0.4,0.07383216978681151,0.03360586273168086,0.03360586273168086,0.07171690165111262,0.03360586273168086,0.03360586273168086
19,0.37922776857366275,0.3343628912820644,0.3276775049241647,0.06369825788945896,0.04347246650333563,0.04347246650333563,0.0726303175424528,0.04347246650333563,0.04347246650333563
20,0.32087141699869026,0.3502747235464463,0.33230905530261867,0.060991251083872565,0.052477973316023815,0.052477973316023815,0.06271606496878945,0.052477973316023815,0.052477973316023815
21,0.3076106535683483,0.2556511076714942,0.36161246499057975,0.06703937839799096,0.03886592249947424,0.03886592249947424,0.060719168935635004,0.03886592249947424,0.03886592249947424
22,0.4,0.3700066879695143,0.32296562988221306,0.06733513053376652,0.041709922752022136,0.041709922752022136,0.07169003124653102,0.041709922752022136,0.041709922752022136
23,0.34854521975196895,0.30811047068618147,0.3410158498642036,0.06627916790758413,0.05817722008550891,0.05817722008550891,0.06434739377009178,0.05817722008550891,0.05817722008550891
24,0.30975484448456403,0.3393269364990995,0.29082989785373486,0.05955286683767361,0.036351883046279496,0.036351883046279496,0.05722501914996334,0.036351883046279496,0.036351883046279496
