timestep,ds_p_MW_0,ds_p_MW_1,ds_p_MW_2,lec1_p_MW_0,lec1_pmax_MW_0,lec_inv_1_pmax_MW_0,lec2_p_MW_0,lec2_pmax_MW_0,lec_inv_2_pmax_MW_0
0,0.35718463773887627,0.32187363296116056,0.32103226440100374,0.06419495625603641,0.0,0.0,0.06137212299153603,0.0,0.0
1,0.27663421746843886,0.305173588885695,0.33541041395547766,0.07380634866595004,0.0,0.0,0.06569025024424116,0.0,0.0
2,0.29036676590788824,0.3182952906717049,0.30588589319706805,0.06264431274945573,0.0,0.0,0.06330132316571525,0.0,0.0
3,0.33174305114478336,0.2757326296718129,0.3858941797235991,0.0719995125330415,0.0,0.0,0.06738430041189712,0.0,0.0
4,0.3083695522284882,0.3097137819391551,0.2969061599696657,0.06742541099218274,0.0,0.0,0.07085659435392871,0.0,0.0
5,0.3362455292711987,0.3742830917908928,0.4,0.06775375940637042,0.0,0.0,0.06269631747273013,0.0,0.0
6,0.3593942358989101,0.3388292598230768,0.36911517509236325,0.06532139798829463,0.0,0.0,0.05357771892709603,0.0,0.0
7,0.3489762829388574,0.32941913418262253,0.3544047050967348,0.0692779155776287,0.0,0.0,0.06904514392923558,0.0,0.0
8,0.3249639904103965,0.29539284230603924,0.30370950648324674,0.056910291672366976,0.0,0.0,0.062489455745245386,0.0,0.0
9,0.34220766941142167,0.30900822865495653,0.2858882078827902,0.058793020347346285,0.0,0.0,0.058749718396839186,0.0,0.0
10,0.2826309400114368,0.2920768451178399,0.35294702258530086,0.056537457518371526,0.0,0.0,0.0609681717374312,0.0,0.0
11,0.28503837748631405,0.3207724847098518,0.3618505537856586,0.06034683221379525,0.0,0.0,0.06460438809980194,0.0,0.0
12,0.3259088879303164,0.29921322887219504,0.3574785766038436,0.0621319334759156,0.0,0.0,0.06908705131003856,0.0,0.0
13,0.3720265726575767,0.28618066117137436,0.3476615599231562,0.06870801824181111,0.0,0.0,0.07155225280645221,0.0,0.0
14,0.34908755412727865,0.3489817353826847,0.39278411624013576,0.06826107846058238,0.0,0.0,0.06051754796460269,0.0,0.0
15,0.374304867349745,0.33920212149579254,0.31255580232955815,0.05167104186451466,0.0,0.0,0.069888500084547,0.0,0.0
16,0.3298483552001319,0.3533092042384269,0.39810266957620993,0.06867832321053374,0.0,0.0,0.06283228487028666,0.0,0.0
17,0.32467317211459307,0.35963671398676456,0.36488421843806956,0.06485551892387886,0.031714381868982386,0.031714381868982386,0.07899009018779402,0.031714381868982386,0.031714381868982386
18,0.361235551862187,0.3311973102505277,0.38195091654953406,0.057682771899572396,0.033511690257839614,0.033511690257839614,0.07213351625697342,0.033511690257839614,0.033511690257839614
19,0.2959333133063958,0.3044395613712149,0.3105314862604406,0.06738692186676962,0.043358848700417084,0.043358848700417084,0.08000000000000002,0.043358848700417084,0.043358848700417084
20,0.2902669791544069,0.3191763596681292,0.32182522573727945,0.06407602081242676,0.05235038806998541,0.05235038806998541,0.06096352716954871,0.05235038806998541,0.05235038806998541
21,0.3285413858491444,0.3611112934648115,0.3458370335595562,0.07503821308603664,0.038778270555554384,0.038778270555554384,0.04931816166963624,0.038778270555554384,0.038778270555554384
22,0.35478711175867594,0.27765449400236347,0.3482716092142819,0.06555309182741723,0.04162293117918116,0.04162293117918116,0.0600101094786151,0.04162293117918116,0.04162293117918116
23,0.24150521557886018,0.2954396010963289,0.33604958289606085,0.06833501034930972,0.05806538024741817,0.05806538024741817,0.07556141190678271,0.05806538024741817,0.05806538024741817
24,0.2853231869418199,0.3547052558432905,0.2730313414406818,0.06811631136159146,0.03628770227395958,0.03628770227395958,0.06529562516617138,0.03628770227395958,0.03628770227395958
25,0.2791439465958539,0.3441196831675976,0.3262222309243535,0.05525740572469375,0.07353295093323703,0.07353295093323703,0.06615958934821102,0.07353295093323703,0.07353295093323703
26,0.3147313353067638,0.3295501389002029,0.3653278052171073,0.06779921835740157,0.06551401704751275,0.06551401704751275,0.06778927787141226,0.06551401704751275,0.06551401704751275
27,0.3181841549344407,0.33307416438256976,0.34134454731488423,0.064335311154944,0.07382170208881969,0.07382170208881969,0.05811717950406831,0.07382170208881969,0.07382170208881969
28,0.3266274204912283,0.3305901259927207,0.312238205280881,0.06397103753780106,0.0639328026337266,0.0639328026337266,0.07000241085092214,0.0639328026337266,0.0639328026337266
29,0.29810623224203064,0.2969995910260858,0.3503464517205692,0.06858773649265854,0.06984451963915499,0.06984451963915499,0.0681451073007078,0.06984451963915499,0.06984451963915499
30,0.3202573272447944,0.3035430767233999,0.36349228992680827,0.061605337939027394,0.09296412097744201,0.09296412097744201,0.06671398830024831,0.09296412097744201,0.09296412097744201
31,0.35455918531468206,0.2745008382414513,0.33930567986695676,0.0629135745501118,0.0963636135126512,0.0963636135126512,0.0726888985975253,0.0963636135126512,0.0963636135126512
32,0.33720683166816473,0.32706678167190484,0.3761487176414313,0.06020025227905491,0.13798210400781008,0.13798210400781008,0.06476434049937106,0.13798210400781008,0.13798210400781008
33,0.31162713378573875,0.34563587861874656,0.37687507230583006,0.05979174060472702,0.16470771564232853,0.16470771564232853,0.06725247717546347,0.16470771564232853,0.16470771564232853
34,0.2849519482173157,0.33873222721359414,0.3528505492493137,0.06128071638735699,0.14588876724422054,0.14588876724422054,0.06198608551253847,0.14588876724422054,0.14588876724422054
35,0.31935098387823313,0.37193362036242816,0.34449677063528034,0.05561917350179616,0.1445810003942031,0.1445810003942031,0.059616801031744125,0.1445810003942031,0.1445810003942031
36,0.30563743327047294,0.31481848032557885,0.3631248601082562,0.06632888610662283,0.1618580809174948,0.1618580809174948,0.0664534963802611,0.1618580809174948,0.1618580809174948
37,0.2788589070524969,0.4,0.3575011823667658,0.06108205411971168,0.16993476727541723,0.16993476727541723,0.07583190067319937,0.16993476727541723,0.16993476727541723
38,0.30651382620803275,0.3004722759244556,0.30576458540946594,0.06171485107836266,0.21066850596699702,0.21066850596699702,0.05943038602159328,0.21066850596699702,0.21066850596699702
39,0.3494849379249391,0.3267057191974221,0.317692045819806,0.06480631177016007,0.21685021162737664,0.21685021162737664,0.07515556239098087,0.21685021162737664,0.21685021162737664
40,0.3313449020990011,0.31382413201305465,0.23257318140122873,0.058229564761921315,0.2880728790899517,0.2880728790899517,0.06796410196147014,0.2880728790899517,0.2880728790899517
41,0.34329338118187225,0.29789778881058,0.38703463989806586,0.06394490437294244,0.30539138380894026,0.30539138380894026,0.06089648930342624,0.30539138380894026,0.30539138380894026
42,0.32196767433684603,0.32186831004890154,0.29463484706437343,0.06651209448459412,0.3201764784682487,0.3201764784682487,0.06500930105468293,0.3201764784682487,0.3201764784682487
43,0.3020019209068516,0.24188538585512145,0.32308015907217486,0.061642928648061486,0.23772103344186363,0.23772103344186363,0.06452435329804691,0.23772103344186363,0.23772103344186363
44,0.2863930291154124,0.268994732731391,0.3065467472551379,0.06129886302489679,0.3633236955203309,0.3633236955203309,0.06274631117041518,0.3633236955203309,0.3633236955203309
45,0.3404158093320503,0.31813724064171683,0.32366884047170286,0.06254757784616029,0.3665672034387966,0.3665672034387966,0.058370065457769425,0.3665672034387966,0.3665672034387966
46,0.30038518967702893,0.32935931764595283,0.34487393701191443,0.060446239529219015,0.39097702015307323,0.39097702015307323,0.06636041651083793,0.39097702015307323,0.39097702015307323
47,0.4,0.27576818143774157,0.3779365911235912,0.05679965254485456,0.34121382150245483,0.34121382150245483,0.06514159289303438,0.34121382150245483,0.34121382150245483
48,0.3260863659173818,0.28248174072663407,0.358542484520152,0.06083862749831275,0.4698821656039686,0.4698821656039686,0.058273629247394106,0.4698821656039686,0.4698821656039686
49,0.3043967733791257,0.364587762330021,0.35640234198688037,0.07577535030749498,0.4330120345773148,0.4330120345773148,0.0670825885777377,0.4330120345773148,0.4330120345773148
50,0.30578116762194424,0.2849824932880671,0.28624275433282625,0.059216339666915765,0.4478682986639653,0.4478682986639653,0.0614592904157547,0.4478682986639653,0.4478682986639653
51,0.34064115444066223,0.3174982426814888,0.2958633327856474,0.053471377094077815,0.41109130002409633,0.41109130002409633,0.05854898867504943,0.41109130002409633,0.41109130002409633
52,0.2968629159255871,0.3367418933744312,0.3597577774702066,0.059919854141205056,0.4922724327180554,0.4922724327180554,0.06629711394316483,0.4922724327180554,0.4922724327180554
53,0.30783880436610356,0.32765091254060386,0.27752509623016397,0.06426350605374115,0.5,0.5,0.06947490468138254,0.5,0.5
54,0.29168068586072154,0.3154214027013995,0.3242854285525163,0.0645739506320337,0.4616768700743796,0.4616768700743796,0.05875621867102855,0.4616768700743796,0.4616768700743796
55,0.31189007820532516,0.28573153083588226,0.34208912640287376,0.06965228814005657,0.43933652957870284,0.43933652957870284,0.06329377859331238,0.43933652957870284,0.43933652957870284
56,0.2837165486119637,0.3159719443141049,0.3602605744396698,0.06988093289957494,0.4893676569815981,0.4893676569815981,0.07167897272256603,0.4893676569815981,0.4893676569815981
57,0.36331767334376686,0.3048840018632932,0.37898994616017356,0.06740474574206955,0.46806185205697975,0.46806185205697975,0.07475514461894202,0.46806185205697975,0.46806185205697975
58,0.28298628785848323,0.3603660319829327,0.3534239075485378,0.05739299904479156,0.47061514209286626,0.47061514209286626,0.058448204701484506,0.47061514209286626,0.47061514209286626
59,0.3434424968181301,0.37327068094235344,0.3687415283390152,0.07009318801592712,0.44602223420759785,0.44602223420759785,0.06585652815445567,0.44602223420759785,0.44602223420759785
