timestep,ds_p_MW_0,ds_p_MW_1,ds_p_MW_2,lec1_p_MW_0,lec1_pmax_MW_0,lec_inv_1_pmax_MW_0,lec2_p_MW_0,lec2_pmax_MW_0,lec_inv_2_pmax_MW_0
0,0.2736688008739076,0.3653782547805193,0.33213822167008383,0.05764944001938256,0.0,0.0,0.06917446347359812,0.0,0.0
1,0.33342888364630097,0.3205250193235716,0.3326541793842177,0.06859779571881078,0.0,0.0,0.060352817709798376,0.0,0.0
2,0.31304053717286695,0.25188209425133506,0.3093027117952159,0.05855377529741771,0.0,0.0,0.048755194635095984,0.0,0.0
3,0.33541378251692744,0.32054682320085925,0.3497742620772975,0.06706690787500545,0.0,0.0,0.06490341131760602,0.0,0.0
4,0.3687348299856181,0.3833915847068196,0.3011995281051717,0.06250349643514459,0.0,0.0,0.07066129310617787,0.0,0.0
5,0.33634883759465123,0.34148437201849813,0.3410651874411448,0.05905095106659072,0.0,0.0,0.06615634524845859,0.0,0.0
6,0.3644380649086898,0.3743403479544151,0.32244631687316355,0.059382923732549206,0.0,0.0,0.057271573070243983,0.0,0.0
7,0.3395678710686155,0.30274830932491387,0.3220763214827352,0.0724726815628497,0.0,0.0,0.07733260766254366,0.0,0.0
8,0.354823695622908,0.324973178747437,0.339850112821962,0.06876877142375937,0.0,0.0,0.058425838204107974,0.0,0.0
9,0.29566966119424526,0.34214709949809685,0.3012243791800915,0.06758166774155637,0.0,0.0,0.07223224729134632,0.0,0.0
10,0.32763530919713907,0.27750322810431666,0.32189885046348665,0.0658363358381879,0.0,0.0,0.0640528530863034,0.0,0.0
11,0.30625569765914684,0.2709362631668641,0.38201244226736514,0.06160440930903391,0.0,0.0,0.06654798437204978,0.0,0.0
12,0.304591417008612,0.3641810866140882,0.28854075246440136,0.0643774534825901,0.0,0.0,0.06318537300808486,0.0,0.0
13,0.32758967236000325,0.3186883735429877,0.2513434998772067,0.07074299229738025,0.0,0.0,0.060104278817536445,0.0,0.0
14,0.32372773508546593,0.32976658639079703,0.36643911303463406,0.05404721023658925,0.0,0.0,0.06457479787651345,0.0,0.0
15,0.3060873614454521,0.29119631658958384,0.33288325822841264,0.07310223791988699,0.0,0.0,0.0630211379205225,0.0,0.0
16,0.35053568115897266,0.3105175171086538,0.33171959910505366,0.05835785713396145,0.0,0.0,0.056323699743672684,0.0,0.0
17,0.27141636912535855,0.38063966969945096,0.29495236971090516,0.0616583257965402,0.03180972605036808,0.03180972605036808,0.069535634092843,0.03180972605036808,0.03180972605036808
18,0.36907101167157497,0.34083715397573083,0.35429564107024314,0.076271596521937,0.03360586273168086,0.03360586273168086,0.0694713489546357,0.03360586273168086,0.03360586273168086
19,0.3804279702883345,0.3431654429975697,0.3354284889611455,0.0656681226519779,0.04347246650333563,0.04347246650333563,0.06681042086388668,0.04347246650333563,0.04347246650333563
20,0.312542108971243,0.35649772476965563,0.3443640308388846,0.06020226577045779,0.052477973316023815,0.052477973316023815,0.054514932102712264,0.052477973316023815,0.052477973316023815
21,0.3226056933421018,0.33825654922257886,0.3400172730168891,0.06445101597344188,0.03886592249947424,0.03886592249947424,0.07081111137849906,0.03886592249947424,0.03886592249947424
22,0.35727416796541933,0.29686350612895135,0.3246632063928899,0.061497682521791976,0.041709922752022136,0.041709922752022136,0.07297631037646311,0.041709922752022136,0.041709922752022136
23,0.3295773360231896,0.35205046511069177,0.3449722867611462,0.059876696817554746,0.05817722008550891,0.05817722008550891,0.05511832994135488,0.05817722008550891,0.05817722008550891
