timestep,ds_p_MW_0,ds_p_MW_1,ds_p_MW_2,lec1_p_MW_0,lec1_pmax_MW_0,lec_inv_1_pmax_MW_0,lec2_p_MW_0,lec2_pmax_MW_0,lec_inv_2_pmax_MW_0
0,0.301075908082182,0.2745072151736846,0.31846470747463307,0.0780542490614207,0.0,0.0,0.06776193945773364,0.0,0.0
1,0.3335124342773004,0.33825652378361687,0.3492415374947107,0.05984545947284696,0.0,0.0,0.06260012946198644,0.0,0.0
2,0.4,0.3219426914311322,0.35846170003102507,0.0639354443306884,0.0,0.0,0.06986374010353275,0.0,0.0
3,0.3293516635612845,0.29820540944094537,0.31252003864683475,0.07891140500423567,0.0,0.0,0.05633813947086927,0.0,0.0
4,0.29105971522815277,0.3587684170971899,0.3038402186689603,0.06524144113214218,0.0,0.0,0.05975137199057388,0.0,0.0
5,0.3312068247982865,0.34186768177494176,0.3722395688767175,0.059018273446693845,0.0,0.0,0.07508507245051804,0.0,0.0
6,0.3340880478542003,0.3137714542911824,0.36218092478303143,0.06047167520605712,0.0,0.0,0.04984886061696971,0.0,0.0
7,0.3315766290293391,0.3154809187176475,0.3120479917172364,0.061696937615575834,0.0,0.0,0.06933825615169725,0.0,0.0
8,0.32433800849976946,0.3673561625673296,0.3080166825755318,0.07193149090899705,0.0,0.0,0.06689995083383884,0.0,0.0
9,0.3393574140648952,0.2761208710243676,0.4,0.06840528904550669,0.0,0.0,0.07274947665829526,0.0,0.0
10,0.32549049919116185,0.27540622698612127,0.3625929274258191,0.05617787637540663,0.0,0.0,0.06813514481946487,0.0,0.0
11,0.2923266256995555,0.3088305836491236,0.28744001721439927,0.05868998538322211,0.0,0.0,0.0738621465711784,0.0,0.0
12,0.3578970660154685,0.2582440440677356,0.26449416768081785,0.05885981895468127,0.0,0.0,0.07138148226651299,0.0,0.0
13,0.38037031306387986,0.28942271635855077,0.3392249126901727,0.06139493053574283,0.0,0.0,0.06633186474176711,0.0,0.0
14,0.3189732582302929,0.2847719291933774,0.33377225995962084,0.07488264370442248,0.0,0.0,0.04923203014070493,0.0,0.0
15,0.3233156543034133,0.294433301358862,0.34230027450081363,0.07079176796136859,0.0,0.0,0.06322443189456885,0.0,0.0
16,0.299356088749328,0.30466381616970795,0.36272135906234765,0.06927335478378333,0.0,0.0,0.07326891626856942,0.0,0.0
17,0.3881827970403173,0.4,0.33623147446347595,0.06821477323187523,0.03180972605036808,0.03180972605036808,0.06487086773038786,0.03180972605036808,0.03180972605036808
18,0.3844282141220748,0.2541245856961337,0.34419471447526667,0.06226125926838177,0.03360586273168086,0.03360586273168086,0.07071048547126257,0.03360586273168086,0.03360586273168086
19,0.3219896404059659,0.2889003719375294,0.36687439700654867,0.05613819543550954,0.04347246650333563,0.04347246650333563,0.05947655505968868,0.04347246650333563,0.04347246650333563
20,0.3079858764117038,0.2752299463681604,0.3455121276561658,0.0693737232803891,0.052477973316023815,0.052477973316023815,0.06978777491849175,0.052477973316023815,0.052477973316023815
21,0.33927455829150466,0.3144256325027428,0.3191117721307481,0.062428543747518335,0.03886592249947424,0.03886592249947424,0.06421170073208718,0.03886592249947424,0.03886592249947424
22,0.30845850253634016,0.33203023328969006,0.3443773498603855,0.060978460565681965,0.041709922752022136,0.041709922752022136,0.05509810772850866,0.041709922752022136,0.041709922752022136
23,0.37111651825227715,0.3174067063278221,0.2971126630355712,0.06484220958765367,0.05817722008550891,0.05817722008550891,0.06913788472576757,0.05817722008550891,0.05817722008550891
24,0.3067107044648352,0.31494438192592217,0.3421674620346258,0.06470358880188318,0.036351883046279496,0.036351883046279496,0.055952598871662644,0.036351883046279496,0.036351883046279496
25,0.31003257851834937,0.2739182955069519,0.33816840378444685,0.06315648322213079,0.07365190345714308,0.07365190345714308,0.06463418922150196,0.07365190345714308,0.07365190345714308
26,0.2834684450817783,0.3143275055928401,0.3168386204665398,0.0711310031400084,0.06561052802145609,0.06561052802145609,0.05258104149726161,0.06561052802145609,0.06561052802145609
27,0.33100456256111943,0.2781513378123802,0.3363888313720679,0.05989210360806894,0.07392025676058078,0.07392025676058078,0.05993012716743805,0.07392025676058078,0.07392025676058078
28,0.36207811179833566,0.29720448496413887,0.3402074811596879,0.0608098874731443,0.06400973804555084,0.06400973804555084,0.04749114266468509,0.06400973804555084,0.06400973804555084
29,0.3499942957090051,0.2998935587026028,0.3403658648868655,0.07535498488163499,0.06991982323574145,0.06991982323574145,0.07490766474248366,0.06991982323574145,0.06991982323574145
30,0.3478332090653673,0.36864980324833324,0.33815500851625474,0.060434208455328806,0.0930533086623584,0.0930533086623584,0.06445683952544083,0.0930533086623584,0.0930533086623584
31,0.33969949656204684,0.3205849719787219,0.35916760006568715,0.06500956231581671,0.09644523621353229,0.09644523621353229,0.05553082534284634,0.09644523621353229,0.09644523621353229
32,0.3065832949929148,0.28496043060920623,0.3398788818704746,0.06174644733654131,0.13808436399070095,0.13808436399070095,0.06817916867093869,0.13808436399070095,0.13808436399070095
33,0.38646989155346617,0.29571466561100185,0.3189906671517799,0.06513571327422071,0.16481339576806028,0.16481339576806028,0.05614524018688559,0.16481339576806028,0.16481339576806028
34,0.35123914594498573,0.2446940262377471,0.3029536134594083,0.069386504664615,0.1459687961997274,0.1459687961997274,0.058535927684616004,0.1459687961997274,0.1459687961997274
35,0.3151158829994287,0.30580800851902984,0.32112785120786436,0.0588805699752044,0.14464778618869056,0.14464778618869056,0.06443383828750739,0.14464778618869056,0.14464778618869056
36,0.37891746664631,0.2874254781266944,0.3436008821722732,0.06356780358422211,0.16191986467481875,0.16191986467481875,0.06970661778915124,0.16191986467481875,0.16191986467481875
37,0.2952296569680953,0.3003833384803198,0.3286193294169211,0.07016574455116498,0.1699870948280941,0.1699870948280941,0.06378209493309477,0.1699870948280941,0.1699870948280941
38,0.3531201029380695,0.30697634374369254,0.3404870542197891,0.054817747391586756,0.21071918440291898,0.21071918440291898,0.06400063950747742,0.21071918440291898,0.21071918440291898
39,0.3758301757291179,0.3346694378348954,0.29240270292362164,0.06937621385571915,0.2168891606863394,0.2168891606863394,0.06451021098897534,0.2168891606863394,0.2168891606863394
40,0.28734920188686347,0.29165397556731454,0.30869509689581753,0.06497403485592987,0.2881089124061598,0.2881089124061598,0.056412971559322775,0.2881089124061598,0.2881089124061598
41,0.2962374712311824,0.3239476065897618,0.29527562885109176,0.08000000000000002,0.30541489068015365,0.30541489068015365,0.06989336032467748,0.30541489068015365,0.30541489068015365
42,0.3688842758277794,0.28876199107956285,0.35477722268280143,0.06202627652008988,0.32018777382264824,0.32018777382264824,0.06197071422752343,0.32018777382264824,0.32018777382264824
43,0.3199032254722721,0.28044490835037256,0.38496547938876696,0.06634523404923352,0.23772103344186366,0.23772103344186366,0.06254442830055547,0.23772103344186366,0.23772103344186366
44,0.37717015079810956,0.3334969348635699,0.3459911787899217,0.06624843360535863,0.363313208791038,0.363313208791038,0.06402390214456635,0.363313208791038,0.363313208791038
45,0.3421053052919247,0.33200660155351613,0.34269432245885406,0.05995101427066794,0.3665483941428858,0.3665483941428858,0.05364278732235693,0.3665483941428858,0.3665483941428858
46,0.34864782436343283,0.3035809742539795,0.3533007161714398,0.07099248027977047,0.39095068923541404,0.39095068923541404,0.06285284868817394,0.39095068923541404,0.39095068923541404
47,0.3089202632957011,0.3500800153532625,0.31817792587732446,0.055782282221578744,0.3411875592945434,0.3411875592945434,0.06368618007158602,0.3411875592945434,0.3411875592945434
48,0.25413201006491815,0.28035522046945055,0.34262128498901573,0.06645735238825762,0.46984449334588557,0.46984449334588557,0.06946825809422498,0.46984449334588557,0.46984449334588557
49,0.3324288048503816,0.26259997474628954,0.35671411011811016,0.06669545981454994,0.432978706935339,0.432978706935339,0.08000000000000002,0.432978706935339,0.432978706935339
50,0.35241054001287153,0.30139984080941196,0.32040114110015777,0.07321543824388796,0.44783813632017927,0.44783813632017927,0.07058065409768036,0.44783813632017927,0.44783813632017927
51,0.3439423421526657,0.3161926517165814,0.39642386886931297,0.05731389118741307,0.41107020610779393,0.41107020610779393,0.0588375981065727,0.41107020610779393,0.41107020610779393
52,0.2905176297726916,0.33066768495499266,0.3527510192179807,0.060993311850654604,0.4922582240996693,0.4922582240996693,0.070664953608549,0.4922582240996693,0.4922582240996693
53,0.35903839757111644,0.30041517950142865,0.3420571803637611,0.0675441185033358,0.5,0.5,0.06233493056044705,0.5,0.5
54,0.3331640957108812,0.2623735210900408,0.26604256090233086,0.06181789010093284,0.46169315735410266,0.46169315735410266,0.06111095042736657,0.46169315735410266,0.46169315735410266
55,0.3732354580345216,0.3069366583691599,0.27166144602182113,0.05757460975763204,0.4393703466009493,0.4393703466009493,0.07683682544589827,0.4393703466009493,0.4393703466009493
56,0.37969054474542546,0.31517334342736203,0.38237035604980546,0.07969780582775066,0.4894288690595338,0.4894288690595338,0.06906974253303334,0.4894288690595338,0.4894288690595338
57,0.39900253765827504,0.2828210741230067,0.3740220587901135,0.06965479965111586,0.4681459219250106,0.4681459219250106,0.06783509703307783,0.4681459219250106,0.4681459219250106
58,0.332757584813683,0.3645901387514223,0.3253688869312391,0.06543904550883702,0.47072835331640905,0.47072835331640905,0.05401415394631739,0.47072835331640905,0.47072835331640905
59,0.343425140329777,0.2821255216554686,0.33049380419262764,0.05483441061713116,0.4461595766262787,0.4461595766262787,0.0654904447359704,0.4461595766262787,0.4461595766262787
60,0.34789990821832273,0.2975860629074574,0.2919088337603546,0.07779506415010227,0.47248653329995527,0.47248653329995527,0.05651581207965367,0.47248653329995527,0.47248653329995527
61,0.31649107650084307,0.2963719981073304,0.35261059562459757,0.06586386737962142,0.4440243367929186,0.4440243367929186,0.06745474440685262,0.4440243367929186,0.4440243367929186
62,0.3877626019672882,0.3254260162896498,0.37892512488430724,0.06557728056280081,0.4289589650186738,0.4289589650186738,0.06672262386176565,0.4289589650186738,0.4289589650186738
63,0.3367194329120277,0.3317781121348978,0.3001126306890737,0.07057566103990279,0.4202186100453524,0.4202186100453524,0.07462095249253964,0.4202186100453524,0.4202186100453524
