timestep,ds_p_MW_0,ds_p_MW_1,ds_p_MW_2,lec1_p_MW_0,lec1_pmax_MW_0,lec_inv_1_pmax_MW_0,lec2_p_MW_0,lec2_pmax_MW_0,lec_inv_2_pmax_MW_0
0,0.3800350533082083,0.3161812900067879,0.28427905551626437,0.06913863115797624,0.0,0.0,0.07653703623181422,0.0,0.0
1,0.2875332586374449,0.2844515330988823,0.3014245586388192,0.05587827416905385,0.0,0.0,0.0731227061656606,0.0,0.0
2,0.4,0.33880870607157504,0.28026109226799767,0.0654495444073749,0.0,0.0,0.05757827608248326,0.0,0.0
3,0.31362533540247245,0.2601628233063856,0.36319723428036954,0.07482421321800461,0.0,0.0,0.06478128901394298,0.0,0.0
4,0.3366769088624825,0.314923442285151,0.28096244071522347,0.06762581361854472,0.0,0.0,0.062325978637372825,0.0,0.0
5,0.34600950498535393,0.3482705616689595,0.28195674863130843,0.06822122045286957,0.0,0.0,0.06993107276150602,0.0,0.0
6,0.32442051451918397,0.2954668044852404,0.3493554677308989,0.07091197661915476,0.0,0.0,0.06313253755569088,0.0,0.0
7,0.33758939913807057,0.3484132206832196,0.32403334504581593,0.06508907046401224,0.0,0.0,0.06731410179301321,0.0,0.0
8,0.3068869478448437,0.3146810593594596,0.3424599183963758,0.06691225688266342,0.0,0.0,0.07334202328105414,0.0,0.0
9,0.31381643343777893,0.3488239621742461,0.2798953319323182,0.05383774214815883,0.0,0.0,0.0755151443191906,0.0,0.0
10,0.28380024093192446,0.3473250312805623,0.3056172227848952,0.0776034542490018,0.0,0.0,0.06510107538375401,0.0,0.0
11,0.3222775035386305,0.3807919675545616,0.30818688279911965,0.06059594665722558,0.0,0.0,0.061212318948900175,0.0,0.0
12,0.2894560605849505,0.3080530203709916,0.3366868100254211,0.07480018374953866,0.0,0.0,0.07635650599520465,0.0,0.0
13,0.355569602917591,0.33922448254705306,0.3198738150969373,0.06942181328829329,0.0,0.0,0.06139810308729633,0.0,0.0
14,0.3352268968333018,0.2913371863702193,0.3105095114093564,0.07488891921276339,0.0,0.0,0.053904129079517665,0.0,0.0
15,0.3394322187719683,0.32163710975695375,0.30791359011507713,0.06561266119006527,0.0,0.0,0.05858096779692571,0.0,0.0
16,0.3260635892941224,0.359022921198311,0.30716638413875624,0.0766261933900861,0.0,0.0,0.07995353036215161,0.0,0.0
17,0.33302832052491627,0.3111675770483058,0.3941691179056361,0.06256085746033022,0.031714381868982386,0.031714381868982386,0.06688378624976482,0.031714381868982386,0.031714381868982386
18,0.36200932433221733,0.3810417854489641,0.28325644299088,0.06507902622654003,0.033511690257839614,0.033511690257839614,0.07429940974236006,0.033511690257839614,0.033511690257839614
19,0.29648307187425765,0.3295447021372487,0.30992479496635644,0.07153398446172535,0.043358848700417084,0.043358848700417084,0.06273265057600602,0.043358848700417084,0.043358848700417084
20,0.3890690256901198,0.3182024529462625,0.3148363801844444,0.07059272299056618,0.05235038806998541,0.05235038806998541,0.06922175253564863,0.05235038806998541,0.05235038806998541
21,0.36667941029638296,0.37193367675546063,0.3340241305625651,0.07333617516721688,0.038778270555554384,0.038778270555554384,0.06070432272159124,0.038778270555554384,0.038778270555554384
22,0.3086358812314668,0.3837260706807348,0.34233315844402085,0.059558091849800106,0.04162293117918116,0.04162293117918116,0.06260420191151064,0.04162293117918116,0.04162293117918116
23,0.3597957859435492,0.3630601082144184,0.3059911350349986,0.06566365987596663,0.05806538024741817,0.05806538024741817,0.06913745846988117,0.05806538024741817,0.05806538024741817
24,0.34970902453139385,0.35434025405927194,0.2779052032656365,0.07586109653853483,0.03628770227395958,0.03628770227395958,0.05989672123714759,0.03628770227395958,0.03628770227395958
25,0.34707432150216777,0.3753309832318701,0.3255400407484262,0.06990619239866375,0.07353295093323703,0.07353295093323703,0.055200593477374355,0.07353295093323703,0.07353295093323703
26,0.3171228125704598,0.3064843293137144,0.2981423229544451,0.06597385524730491,0.06551401704751275,0.06551401704751275,0.050042972122779215,0.06551401704751275,0.06551401704751275
27,0.31609378901294877,0.3291172940477149,0.3349752221601591,0.06626842240158441,0.07382170208881969,0.07382170208881969,0.0657111801134667,0.07382170208881969,0.07382170208881969
28,0.3513777501575858,0.2705224239549434,0.27333520867216915,0.061738521482586094,0.0639328026337266,0.0639328026337266,0.06896229828409488,0.0639328026337266,0.0639328026337266
29,0.336929449110623,0.33966168687402903,0.3125769143759263,0.07486533673659065,0.06984451963915499,0.06984451963915499,0.06734419891041718,0.06984451963915499,0.06984451963915499
30,0.31774319680100893,0.2629451568735926,0.32567290316669256,0.06755595865972089,0.09296412097744201,0.09296412097744201,0.06672966788910162,0.09296412097744201,0.09296412097744201
31,0.346491678322181,0.3368000862589398,0.28394745311787106,0.05816337425162984,0.0963636135126512,0.0963636135126512,0.059396149550036574,0.0963636135126512,0.0963636135126512
32,0.3575256337712668,0.31309976641055437,0.3303173952704058,0.06643979070979822,0.13798210400781008,0.13798210400781008,0.06472398195024288,0.13798210400781008,0.13798210400781008
